cmdCode,cmdDescE,proximity
291030,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, 1-chloro-2,3-epoxypropane (epichlorohydrin)",0.3333333333333333
846031,"Machine-tools; sharpening (tool or cutter grinding) machines, numerically controlled",0.3333333333333333
291733,Acids; aromatic polycarboxylic acids; dinonyl or didecyl orthophthalates,0.3333333333333333
293211,"Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, tetrahydrofuran",0.3333333333333333
847180,"Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70",0.3333333333333333
291614,Acids; unsaturated acyclic monocarboxylic acids; esters of methacrylic acid,0.3333333333333333
700319,"Glass; cast glass and rolled glass, non-wired sheets, (excluding those coloured throughout the mass (body tinted) opacified, flashed or having an absorbent or reflecting layer)",0.3333333333333333
291532,Acids; saturated acyclic monocarboxylic acids; vinyl acetate,0.3333333333333333
290611,"Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol",0.3333333333333333
291732,Acids; aromatic polycarboxylic acids; dioctyl orthophthalates,0.3333333333333333
390319,"Styrene polymers; (other than expansible polystyrene), in primary forms",0.3125
848020,"Mould bases; for metal, metal carbides, glass, mineral materials, rubber or plastics",0.3076923076923077
401213,Retreaded tyres; of a kind used on aircraft,0.3076923076923077
390740,Polycarbonates; in primary forms,0.3076923076923077
390730,Epoxide resins; in primary forms,0.3076923076923077
850870,Parts of vacuum cleaners,0.3
380852,"Insecticides and the like; containing goods specified in Subheading Note 1 to this Chapter; for retail sale or as preparations or articles; DDT (ISO) (clofenotane (INN)), in packings of 300g or less",0.3
270730,Oils and products of the distillation of high temperature coal tar; xylol (xylenes),0.3
731511,"Chain; articulated link, roller, of iron or steel",0.3
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes; in primary forms",0.3
430211,"Furskins; tanned or dressed, of mink, whole, with or without head, tail or paws, not assembled",0.3
521120,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, bleached",0.3
900190,"Optical elements; lenses n.e.c. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)",0.3
390140,"Ethylene polymers; in primary forms, ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",0.3
800110,"Tin; unwrought, not alloyed",0.3
390130,"Ethylene polymers; in primary forms, ethylene-vinyl acetate copolymers",0.3
920994,"Musical instruments; parts and accessories for the musical instruments the sound of which is produced or must be amplified electrically (e.g. organs, guitars and accordions)",0.3
290121,"Acyclic hydrocarbons; unsaturated, ethylene",0.3
960110,Ivory and articles thereof; worked,0.3
950659,"Tennis, badminton and similar racquets; whether or not strung",0.3
900640,"Cameras, photographic (excluding cinematographic); instant print cameras",0.3
390390,"Styrene polymers; in primary forms, n.e.c. in heading no. 3903",0.29411764705882354
400122,"Rubber; technically specified natural rubber (TSNR), in primary forms or in plates, sheets or strip (excluding latex and smoked sheets)",0.2857142857142857
390591,"Vinyl acetate, vinyl ester polymers, vinyl polymers; n.e.c. in heading no. 3905, in primary forms, copolymers",0.2857142857142857
846799,"Tools; for working in the hand, parts thereof for other than chain saws and pneumatic tools",0.2857142857142857
848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0.2857142857142857
710121,"Pearls; cultured, unworked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport",0.2857142857142857
853120,"Signalling apparatus; electric, sound or visual, indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED), excluding those of heading no. 8512 or 8530",0.2857142857142857
391220,Cellulose nitrates (including collodions); in primary forms,0.2857142857142857
160557,"Mollusc preparations; abalone, prepared or preserved",0.2857142857142857
283640,Carbonates; potassium carbonate,0.2857142857142857
910129,"Wrist-watches; (not electrically operated), (not automatic winding), whether or not incorporating a stop-watch facility, case of precious metal or of metal clad with precious metal",0.2857142857142857
851210,"Lighting or visual signalling equipment; electrical, of a kind used on bicycles, excluding articles of heading no. 8539",0.2857142857142857
280461,Silicon; containing by weight not less than 99.99% of silicon,0.2857142857142857
910121,"Wrist-watches; (not electrically operated), automatic winding, whether or not incorporating a stop-watch facility, case of precious metal or of metal clad with precious metal",0.2857142857142857
460122,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of rattan",0.2857142857142857
460194,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of vegetable materials other than bamboo or rattan",0.2857142857142857
722090,"Steel, stainless; flat-rolled, width less than 600mm, n.e.c. in heading no 7220",0.2857142857142857
852190,Video recording or reproducing apparatus; other than magnetic tape-type,0.2857142857142857
441911,"Tableware and kitchenware, of wood; of bamboo, bread boards, chopping boards and similar boards",0.2857142857142857
540742,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, dyed",0.2857142857142857
550410,"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning",0.2857142857142857
580610,Fabrics; woven pile (including terry towelling and similar terry fabrics) and chenille fabrics (excluding goods of heading no. 5807),0.2857142857142857
900219,"Lenses; objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)",0.2857142857142857
590691,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), knitted or crocheted",0.2857142857142857
701952,"Glass fibres; woven fabrics (other than of rovings), of a width exceeding 30cm, plain weave, weighing less than 250g/m2, of filaments measuring per single yarn not more than 136 tex",0.2857142857142857
291613,Acids; unsaturated acyclic monocarboxylic acids; methacrylic acid and its salts,0.2857142857142857
180320,"Cocoa; paste, wholly or partly defatted",0.2857142857142857
551331,"Fabrics, woven; plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",0.2857142857142857
961620,Powder puffs and pads; for the application of cosmetics or toilet preparations,0.2857142857142857
290124,"Acyclic hydrocarbons; unsaturated, buta-1,3-diene and isoprene",0.2857142857142857
711100,"Base metals, silver or gold, clad with platinum; not further worked than semi-manufactured",0.2857142857142857
390530,Poly(vinyl alcohol); whether or not containing unhydrolysed acetate groups,0.2857142857142857
903020,Oscilloscopes and oscillographs,0.2857142857142857
290321,Unsaturated chlorinated derivatives of acyclic hydrocarbons; vinyl chloride (chloroethylene),0.2857142857142857
400260,"Rubber; synthetic, isoprene rubber (IR), in primary forms or in plates, sheets or strip",0.2857142857142857
850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",0.2857142857142857
846595,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; drilling or morticing machines",0.2857142857142857
740931,"Copper; strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",0.2857142857142857
741820,Copper; sanitary ware and parts thereof,0.2727272727272727
440729,"Wood, tropical, n.e.c. in item no. 4407.2, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",0.2727272727272727
290711,Monophenols; phenol (hydroxybenzene) and its salts,0.2727272727272727
721924,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of less than 3mm",0.2727272727272727
320412,"Dyes; acid, whether or not premetallised and preparations based thereon, mordant dyes and preparations based thereon",0.2727272727272727
854890,Electrical parts of machinery or apparatus; n.e.c. in chapter 85,0.2727272727272727
711291,"Waste and scrap of precious metals; of gold, including metal clad with gold but excluding sweepings containing other precious metals",0.2727272727272727
901190,"Microscopes, compound optical; parts and accessories (including those for photomicrography, cinephotomicrography or microprojection)",0.2727272727272727
811292,"Gallium, germanium, hafnium, indium, niobium (columbium), rhenium and vanadium; articles thereof, unwrought, including waste and scrap, powders",0.2727272727272727
540247,"Yarn, synthetic; filament, monofilament (less than 67 decitex), polyesters (not high tenacity or textured), not partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread",0.2727272727272727
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials",0.2727272727272727
902590,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments, parts and accessories",0.2727272727272727
410640,"Tanned or crust hides and skins; of reptiles, whether or not split, but not further prepared",0.2727272727272727
400129,"Rubber; natural (excluding latex, technically specified natural rubber and smoked sheets), in primary forms or in plates, sheets or strip",0.2727272727272727
390720,"Polyethers; in primary forms, excluding polyacetals",0.2727272727272727
290519,"Alcohols; saturated monohydric, n.e.c. in item no. 2905.1",0.2727272727272727
411510,"Leather; composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls",0.2727272727272727
845630,"Machine-tools; for working any material by removal of material, operated by electro-discharge processes",0.2727272727272727
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; combined with sound recording or reproducing apparatus",0.2727272727272727
853610,"Electrical apparatus; fuses, for a voltage not exceeding 1000 volts",0.26666666666666666
845970,Machine-tools; for threading or tapping by removing metal,0.26666666666666666
850680,"Cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)",0.26666666666666666
901510,Rangefinders,0.26666666666666666
845229,Sewing machines; not household or automatic unit type,0.26666666666666666
960629,"Buttons; of other than base metal or plastics, not covered with textile material",0.26666666666666666
621320,Handkerchiefs; of cotton (not knitted or crocheted),0.25
850640,"Cells and batteries; primary, silver oxide",0.25
850650,"Cells and batteries; primary, lithium",0.25
551323,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",0.25
580410,"Tulles and other net fabrics; excluding woven, knitted or crocheted fabrics, (other than fabrics of headings 60.02 to 60.06)",0.25
550311,"Fibres; synthetic staple fibres, of aramids, not carded, combed or otherwise processed for spinning",0.25
740610,Copper; powders of non-lamellar structure,0.25
950632,Golf balls,0.25
290250,Cyclic hydrocarbons; styrene,0.25
290230,Cyclic hydrocarbons; toluene,0.25
911320,"Watch straps, watch bands, watch bracelets, and parts thereof; of base metal, whether or not gold- or silver-plated",0.25
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",0.25
600129,"Fabrics; looped pile fabrics, of textile materials (other than cotton or man-made fibres), knitted or crocheted",0.25
284330,Gold compounds,0.25
901320,Lasers; other than laser diodes,0.25
711711,"Jewellery; imitation, cuff links and studs, of base metal, whether or not plated with precious metal",0.25
950631,Golf clubs; complete,0.25
330741,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms, agarbatti and other odoriferous preparations which operate by burning (including those used during religious rites)",0.25
282540,Nickel oxides and hydroxides,0.25
851930,Sound recording or reproducing apparatus; turntables (record-decks),0.25
731414,"Iron or steel; woven cloth, of stainless steel, (other than endless bands for machinery)",0.25
292029,"Esters; phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2920",0.25
840732,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 50cc but not exceeding 250cc",0.25
960720,Slide fasteners; parts,0.25
911190,Watch cases and parts thereof,0.25
960899,"Pens and pencils; duplicating stylos, pen-holders, pencil-holders, and similar holders, parts of the articles of heading 9608, including caps and clips",0.25
550120,"Fibres; synthetic filament tow, of polyesters",0.25
292610,Nitrile-function compounds; acrylonitrile,0.25
291736,Acids; aromatic polycarboxylic acids; terephthalic acid and its salts,0.25
960610,"Press-fasteners, snap-fasteners, press-studs and parts therefor",0.25
811010,"Antimony and articles thereof; unwrought antimony, powders",0.25
721210,"Iron or non-alloy steel; flat-rolled, width less than 600mm, plated or coated with tin",0.25
291734,Acids; aromatic polycarboxylic acids; other esters of orthophthalic acids,0.25
847090,Machines incorporating a calculating device; n.e.c. in heading no. 8470,0.25
490300,"Printed matter; children's picture, drawing or colouring books",0.25
853180,"Signalling apparatus; electric, sound or visual, apparatus n.e.c. in heading no. 8531, excluding those of heading no. 8512 or 8530",0.25
871493,"Cycles; parts thereof, hubs (other than coaster braking hubs and hub brakes) and free-wheel sprocket-wheels",0.25
854370,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543",0.25
581092,"Embroidery; with visible ground, of man-made fibres, in the piece, in strips or in motifs",0.25
381090,"Fluxes and other auxiliary preparations; for soldering, brazing or welding, or preparations used as cores or coatings for welding electrodes or rods",0.25
540233,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of polyesters, not for retail sale, not sewing thread",0.25
902990,"Meters and counters; parts and accessories for revolution and production counters, taximeters, mileometers, pedometers and the like; speed indicators, tachometers (excluding heading no. 9015), stroboscopes",0.25
903190,"Instruments, appliances and machines; parts and accessories for those measuring or checking devices of heading no. 9031",0.25
